Node,Degree,Clustering Coefficient,Betweenness,Closeness
107,0,0.0,0.0,0.0
953,108,0.5339217722395293,0.0023439634246076755,0.40062149344642406
1323,76,0.6049122807017544,0.00013190358902247454,0.359707552149874
1789,102,0.5791108522616968,0.0003203860855396316,0.38464441562355145
1707,184,0.4885958660014255,0.0013970408673131519,0.40903724420055027
1175,131,0.44274809160305345,0.0014028841659131325,0.40391427284461384
1059,164,0.5127188388448302,0.002223535332567647,0.41596169573477965
1329,135,0.48756218905472637,0.0014165361672194923,0.4123056201030717
1559,185,0.47937720329024675,0.002833752553827688,0.40758332034675687
1804,194,0.46797713797339885,0.002298259340714694,0.41730730574928765
1898,100,0.5874747474747475,0.00034587251148668054,0.3808121649881876
1622,176,0.45720779220779223,0.00192381028209635,0.414125588731135
1520,116,0.532983508245877,0.0011867343187036683,0.396923448891534
1200,3,0.3333333333333333,0.00028070662714929005,0.2842977870848453
1202,8,0.10714285714285714,0.006541376490078222,0.30632263790976205
1449,89,0.5612870275791624,0.0014604823811476613,0.38738775041966533
1836,24,0.6014492753623188,4.529773573626328e-05,0.33408901492974696
1156,98,0.5285083105407111,0.00044391348409478817,0.3853625717393534
1605,89,0.6013789581205311,0.0003441548582758123,0.37788391326180465
1149,101,0.5819801980198019,0.0006197337955699925,0.3920976318837342
1173,114,0.4393727682036951,0.009076800173643448,0.40344056572243486
1180,44,0.6522198731501057,0.00016075222677667983,0.37296746191470487
1549,48,0.27393617021276595,0.011563899202345511,0.34959382354945406
1412,21,0.36666666666666664,0.0005095064905735113,0.3375861848603168
1638,33,0.678030303030303,6.35136683893737e-05,0.330769540742945
942,64,0.5724206349206349,0.000327551602998803,0.3535460661589546
1448,51,0.6235294117647059,0.0016774405326999075,0.3497122897722767
1786,96,0.4274122807017544,0.0015745419901043703,0.3637648809016526
1768,208,0.4044035674470457,0.0072063848986273285,0.4316189741187739
1092,49,0.5025510204081632,0.0002706635594465798,0.3448048670624752
927,74,0.5701592002961866,0.009268651948745647,0.40407242252074727
1791,130,0.507334525939177,0.003199677617882082,0.4032829101672483
1287,65,0.7163461538461539,3.735747678962843e-05,0.3618516714999959
1516,158,0.5763121825364831,0.0007382006742949065,0.40423069609008555
1044,27,0.7606837606837606,1.7180395305832154e-05,0.30805999018447416
1235,106,0.43450134770889487,0.012734128200068405,0.4007770746089276
1100,63,0.6231438812083974,0.00024483755088479115,0.3254496900403621
1279,43,0.7364341085271318,3.8768465572033954e-05,0.3167590445420468
1366,65,0.3326923076923077,0.009059503604353552,0.40919943184694224
1472,89,0.2883043922369765,0.012283310944940192,0.38123419546286974
1374,41,0.598780487804878,0.0004619511364179841,0.3531830825181343
483,166,0.2004381161007667,0.04249058596308824,0.43933629932651697
1610,178,0.4696248333650733,0.0012149235102777143,0.3990722997362678
1021,60,0.5785310734463277,0.0030057166160242363,0.3524593466933021
1322,89,0.5165985699693565,0.0010212573664003279,0.33703493374199495
923,7,0.38095238095238093,0.00012672692580717012,0.28948133719999675
1505,33,0.15151515151515152,0.005463794056562089,0.3251420816376775
1761,120,0.5050420168067227,0.011088708834765733,0.41263533271410974
1566,19,0.4093567251461988,0.0015016129189817028,0.34596076671739473
1211,172,0.5026519787841697,0.0025644134890607764,0.4103383567069536
1835,181,0.4535911602209945,0.0064430448644850705,0.42191372326982357
896,125,0.3761290322580645,0.0030279183942288723,0.35771264024886945
1479,83,0.5401116661769028,0.0005609124319889385,0.33736546816540974
1215,42,0.5238095238095238,0.0002981182387802876,0.3335491167155748
1199,216,0.44276485788113695,0.002800251394719961,0.4201958335170963
1539,78,0.6180486180486181,0.00024780001614324045,0.39284391591853385
1153,138,0.5516767163863324,0.0006571341460294225,0.3983021872319523
1796,70,0.6178053830227743,6.516244070613766e-05,0.3486489753776988
1355,36,0.6063492063492063,0.00025484701017181515,0.33703493374199495
1236,42,0.4065040650406504,0.000871579234537991,0.335065249064282
1899,78,0.5301365301365302,0.0016900502514289213,0.35090138290309025
1884,31,0.8193548387096774,1.6142518266566286e-05,0.30935280788908526
1425,33,0.32954545454545453,0.0018345444893039515,0.3472412406184349
475,40,0.5269230769230769,0.0007683729015384731,0.3692311152479386
1298,70,0.6178053830227743,0.005773644866981184,0.36857177397071017
366,58,0.4724742891712039,0.0009751593705310826,0.36673808355294546
930,51,0.46509803921568627,0.0004248207642657682,0.3472412406184349
1230,124,0.5491738788355626,0.0006388421629426064,0.3923958049878283
1621,188,0.47639094322448516,0.005523905371463926,0.4224318326311864
1437,55,0.4841750841750842,0.0023605397415618038,0.37042389343789967
1337,35,0.19663865546218487,0.005959647640707905,0.3529415072222942
1801,22,0.6277056277056277,8.200556605731955e-05,0.3321535137167648
1695,29,0.6650246305418719,0.0001278806905709391,0.3378071905459864
1795,88,0.5851619644723093,0.00017456550376945864,0.3679147832862704
1839,164,0.5026185844680533,0.0017389941958428643,0.39404389733409256
1632,78,0.604062604062604,0.0003179522295778263,0.3788549805866331
1370,111,0.6216216216216216,0.00038452103179393443,0.38593903033582216
1340,62,0.6842940243257536,5.8552175128142854e-05,0.35427427638791226
1871,81,0.48703703703703705,0.000852659697383598,0.36197859246509595
954,54,0.5758211041229909,0.000529369181134606,0.3588320469812199
1718,46,0.2821256038647343,0.0031970870073025287,0.3689670958591306
1846,37,0.3993993993993994,0.0006057903230004672,0.34994946324787674
1582,40,0.7897435897435897,0.00012207352818552325,0.3484135608095842
1438,33,0.8049242424242424,9.917424668686406e-06,0.30442506404660424
1060,50,0.5755102040816327,0.0033979102989509205,0.38680695918965086
1859,45,0.7131313131313132,7.62659670862088e-05,0.32039769236820503
1816,130,0.566845557543232,0.0003841419284197103,0.383073855648845
1619,113,0.5809102402022756,0.0006404969093411843,0.3904657461664731
1431,219,0.42821834024548616,0.013871549423150227,0.42208628511983165
1734,48,0.6338652482269503,0.00020293529911853957,0.36804599397931115
944,36,0.5238095238095238,0.0005934339117480621,0.3440003223726628
1428,28,0.455026455026455,0.00045612789156030406,0.33408901492974696
1097,35,0.7579831932773109,0.00020202633703038999,0.2875455467032567
958,23,0.9169960474308301,3.4459442725341715e-05,0.28142922473902054
1488,134,0.5182358882280328,0.0010086817097079463,0.39525123214017177
1471,168,0.47840034217279725,0.0060288221611770314,0.4103383567069536
1613,181,0.4743400859422959,0.0021157866098071468,0.4151250873362785
