Node,Degree,Clustering Coefficient,Betweenness,Closeness
686,0,0.0,0.0,0.0
827,44,0.4513742071881607,0.010479277318560916,0.5076634629386924
819,35,0.5008403361344538,0.010480883836628306,0.5030483405483406
830,51,0.41019607843137257,0.013746628786473801,0.525335292344786
826,10,0.5555555555555556,0.00028109305705922204,0.41295013030087657
828,77,0.31408065618591935,0.0585402509765467,0.5907685138112184
752,37,0.6381381381381381,0.002587538204317725,0.5015285570421523
756,9,0.6111111111111112,0.00023811224045421886,0.4234845724003887
694,53,0.44194484760522496,0.0446698095803494,0.5337811973664064
728,37,0.42342342342342343,0.008074925260791486,0.475661754673216
821,8,0.6785714285714286,0.00037186227852191575,0.40489256678281066
701,20,0.5421052631578948,0.0012697020977423198,0.45731667322576414
724,46,0.4599033816425121,0.025604299862482898,0.525335292344786
708,24,0.4963768115942029,0.005846690459408866,0.4702718197760691
842,36,0.5444444444444444,0.005296212551326119,0.492599265225378
719,63,0.3778801843317972,0.04987781870181711,0.5665732163172437
713,70,0.3018633540372671,0.13577608786456608,0.5971437136005482
764,27,0.5498575498575499,0.0030034569209069174,0.4535681759042415
783,17,0.5955882352941176,0.0007487900320561803,0.41192544015124666
831,14,0.5494505494505495,0.00297751209027484,0.4486647361647362
820,37,0.4069069069069069,0.010693040715593093,0.489693074870066
829,33,0.4791666666666667,0.039398975633239554,0.5045773628600376
696,30,0.6091954022988506,0.0037149911751660505,0.492599265225378
697,50,0.4057142857142857,0.033918398352871235,0.5442818110850898
849,29,0.4064039408866995,0.008854268527800229,0.46762240107310526
840,26,0.5723076923076923,0.00399921273312017,0.48682097472420055
803,18,0.2875816993464052,0.00975854798949951,0.4345705559710795
774,35,0.4638655462184874,0.01048777546599324,0.5030483405483406
810,31,0.6279569892473118,0.0035386415580606827,0.48825280112044817
710,7,0.6666666666666666,0.0002537710267418017,0.3943134260830223
823,54,0.44234800838574423,0.01638544661624691,0.5355030721966206
835,19,0.5964912280701754,0.0014633767464583781,0.4311842918985776
779,17,0.625,0.0005618628148358376,0.40888165611072014
747,55,0.32592592592592595,0.03498807678977928,0.5389803648732221
739,28,0.4523809523809524,0.040814580582673655,0.4611276455026455
787,28,0.48148148148148145,0.0065042285463802595,0.4702718197760691
748,18,0.477124183006536,0.0033371191782057196,0.44745539725324096
722,13,0.6666666666666666,0.002497445877646626,0.45233229531594654
688,44,0.4249471458773784,0.0407529310540785,0.5372360918477423
844,13,0.7948717948717948,0.00019740249362459617,0.4391691861929957
698,24,0.37681159420289856,0.038167435936112555,0.475661754673216
768,13,0.3076923076923077,0.016329429881850516,0.41090582272512965
733,7,0.38095238095238093,0.0034599183900268396,0.40687733426704015
853,43,0.5382059800664452,0.007751904451941086,0.5092207128250074
789,12,0.48484848484848486,0.0039069734515127874,0.34017613192818114
702,7,0.7619047619047619,9.060189152453839e-05,0.2818437222087477
755,18,0.5555555555555556,0.0014579480143158742,0.4224070035138738
809,17,0.6985294117647058,0.0005305653695846587,0.41090582272512965
834,42,0.5888501742160279,0.00386615576199762,0.5076634629386924
732,13,0.5384615384615384,0.0021434906669819806,0.33003171447505447
715,9,0.9166666666666666,1.709837306501122e-05,0.4078770328770329
805,62,0.3590692755156002,0.04747814289396281,0.5646460965338516
761,7,0.6666666666666666,0.00012276275883222338,0.41090582272512965
703,41,0.3975609756097561,0.011639723902280229,0.48825280112044817
792,22,0.6017316017316018,0.004252034805589521,0.45233229531594654
818,15,0.3619047619047619,0.05084135018402397,0.4391691861929957
769,12,0.5909090909090909,0.004658285753059381,0.4234845724003887
707,9,0.5277777777777778,0.0010445457713695507,0.32047481154624013
767,7,0.6190476190476191,0.00030724447369824217,0.3068501892439046
759,9,0.5277777777777778,0.0015418804075313136,0.4311842918985776
705,68,0.3064091308165057,0.04848022540291356,0.5608309202059202
766,34,0.5632798573975044,0.015529899474987714,0.5076634629386924
718,29,0.46551724137931033,0.004671413035966404,0.45857997895290714
797,25,0.4633333333333333,0.0037303656478330197,0.43571116110486185
798,6,0.26666666666666666,0.03512279912966884,0.36972372467918124
856,28,0.40476190476190477,0.015136424337644725,0.45606030873888015
687,27,0.4985754985754986,0.0035650508273351806,0.45985028360374625
745,56,0.38701298701298703,0.03424937020079683,0.5372360918477423
778,15,0.6095238095238096,0.0008214908521670147,0.44150519250253295
848,20,0.4368421052631579,0.017642562888805134,0.46241212362382283
814,25,0.5966666666666667,0.0024677967729571622,0.4702718197760691
726,35,0.5949579831932773,0.0036014263652345566,0.48825280112044817
811,6,0.9333333333333333,1.0183714204244572e-05,0.36484824699110413
736,13,0.32051282051282054,0.01628885595179501,0.4181510135540362
847,26,0.6738461538461539,0.00190122905942259,0.4743027210884354
746,8,0.6071428571428571,0.0028890281815293012,0.3980958090670321
742,11,0.32727272727272727,0.009115454157420861,0.41192544015124666
717,3,1.0,0.0,0.2708090577177037
852,3,1.0,0.0,0.2708090577177037
720,17,0.4338235294117647,0.008491553681109813,0.4311842918985776
734,22,0.37662337662337664,0.014894171111257985,0.4663088550026752
723,11,0.6727272727272727,0.0003403335033253552,0.42565628815628814
838,21,0.719047619047619,0.0005207363520340796,0.43343590699987566
754,29,0.5665024630541872,0.0035341722048129157,0.47295143128476463
816,8,0.5714285714285714,0.002673738986891321,0.40001434308663225
833,14,0.26373626373626374,0.02462470174947706,0.41295013030087657
727,25,0.5,0.00784174657562478,0.4663088550026752
824,57,0.40538847117794485,0.02086869484809536,0.5442818110850898
737,15,0.6571428571428571,0.0006848464426413443,0.43801042844578464
822,14,0.32967032967032966,0.014247766435650427,0.37304708400214015
791,6,0.8,7.464548257864401e-05,0.3235983477211547
845,22,0.5194805194805194,0.0021796950648762317,0.475661754673216
800,36,0.5,0.013408188430852477,0.49851637351637357
837,12,0.5151515151515151,0.000726451059103549,0.4202682338758288
