Node,Degree,Clustering Coefficient,Betweenness,Closeness
1684,0,0.0,0.0,0.0
2849,80,0.5427215189873418,0.0007288137999577844,0.38204671985306776
3021,49,0.7389455782312925,0.00013966034458338654,0.3615669858191984
2694,92,0.4973721930243669,0.025197184940426356,0.39738436189096465
3096,75,0.6129729729729729,0.0002985284044918543,0.3240574855896557
2818,15,0.10476190476190476,0.002606105436549707,0.3598598706831304
2725,7,0.14285714285714285,0.00018425033066506955,0.3092021120109007
2951,101,0.20277227722772279,0.01537606713458831,0.40671462439000544
3285,26,0.5753846153846154,0.0003579845319602723,0.3268367093082634
3082,115,0.4056445461479786,0.0035325293550254465,0.3998862571389665
2832,29,0.24876847290640394,0.0015821707310157552,0.36381059957368506
2960,91,0.5106227106227106,0.0023148073993359466,0.35632688457544187
2800,81,0.5487654320987654,0.0009867389051117124,0.33370543174556494
2929,47,0.5901942645698427,0.00027396798158781766,0.3084513177283975
3029,51,0.5796078431372549,0.00020925369975738855,0.3202450445827186
2909,76,0.5059649122807017,0.002398377992983352,0.33710004692917744
2880,65,0.5576923076923077,0.001352354628845442,0.3553301660171889
2754,121,0.3984848484848485,0.0804495829905466,0.3961451175191633
2872,75,0.6104504504504504,0.0004728817122932243,0.3288107015128862
3232,104,0.4792755787901419,0.0015821866991967992,0.33935138295052103
3184,60,0.4514124293785311,0.0007907969472322939,0.32530226466362366
2948,20,0.5842105263157895,0.00032119723513105277,0.3069606146221789
3277,70,0.575983436853002,0.00098140404208844,0.37657273028995564
3297,62,0.6721311475409836,0.000483914455340694,0.3690959835868621
2925,78,0.5291375291375291,0.002035999751496655,0.35969004535482313
3397,114,0.3561558764167055,0.008092674635452369,0.40520106651082943
2939,68,0.6330114135206322,0.0006937004667626327,0.37582998328741135
3185,79,0.40019474196689386,0.004280523207801294,0.38886898270758685
3115,60,0.4943502824858757,0.0011594562947884804,0.37582998328741135
2927,91,0.4835164835164835,0.003769318874667718,0.36329037469345576
3426,112,0.4158622908622909,0.007403828624662925,0.34723608478672907
3333,6,0.6666666666666666,1.1976330129530653e-05,0.26979936499358237
3394,30,0.34942528735632183,0.0013291432506035248,0.3054842509446374
3087,50,0.2742857142857143,0.004181902588617906,0.3760153952179922
3236,20,0.5578947368421052,0.006619541436492449,0.35918152973933565
3327,49,0.1683673469387755,0.009405303164115584,0.38533023564553603
2675,37,0.38738738738738737,0.0009789337878165576,0.3564935482258514
2863,103,0.3354273748334285,0.06803306533215991,0.4431297709923664
3296,40,0.367948717948718,0.0035206285849309453,0.3863067440987685
3293,59,0.5073056691992986,0.0004644692409400076,0.33037850286383624
3384,48,0.5921985815602837,0.0002615137396030413,0.32585857465022244
3005,42,0.23925667828106853,0.01855406273143436,0.3971772830155655
3039,21,0.780952380952381,8.647738620827217e-05,0.3378471658275134
3428,7,0.2857142857142857,2.044448925325626e-05,0.2376623654839009
3139,20,0.4421052631578947,0.0006299351251645656,0.2757536925133394
3198,85,0.2893557422969188,0.004385721451241556,0.3938931297709924
3417,88,0.47439916405433646,0.00149283770589608,0.34209300094563294
2944,105,0.41996336996336997,0.004157240017656662,0.3486656935530056
2738,82,0.3878349894610057,0.03037634392814766,0.36802665673919377
3399,36,0.626984126984127,5.645966602991398e-05,0.3062206533173444
2777,82,0.5525444143330323,0.0018391952636450514,0.337398497612603
2894,60,0.4,0.0029389426766158622,0.3745372020181181
3320,112,0.337033462033462,0.005280999481737722,0.39227133613323223
2793,98,0.4329896907216495,0.0030459963960788147,0.400727237700773
2787,48,0.2526595744680851,0.010593458525075749,0.41535869542608733
3377,30,0.542528735632184,0.0003617208076017859,0.342554249935672
2778,94,0.4188972775108671,0.003221557175037497,0.38926619310871824
3101,121,0.37355371900826445,0.010260496814138707,0.4178635998392929
3214,62,0.16869381279746165,0.011177909273032567,0.4126601007617056
3090,107,0.35602186563216365,0.013569812200559852,0.35599402433763205
2729,62,0.45214172395557906,0.026027129664820948,0.36749431345557865
3085,51,0.5709803921568627,0.0008095165607085261,0.34628950754514776
2966,106,0.46810422282120395,0.0031262142390846063,0.3538454995853622
3033,87,0.532745255279337,0.0025942749558973597,0.36002985645104874
2919,69,0.5524296675191815,0.00430606347222549,0.34286244089377876
2893,7,0.23809523809523808,0.0002834354810900928,0.2943928953676594
2771,13,0.5897435897435898,0.0002490781543256672,0.31717986105154816
2749,52,0.5444947209653092,0.0004917475179860276,0.3166527653123682
2986,99,0.5027829313543599,0.0019295486599482643,0.3595203802390897
2829,27,0.6524216524216524,0.0002582290611293857,0.33399789925805007
2711,30,0.30114942528735633,0.0027320596939536725,0.34834698633769207
2755,88,0.5491118077324973,0.0015092614215306568,0.3536813021377588
3149,65,0.5802884615384616,0.0011004646566326695,0.3434804894578054
2887,39,0.5290148448043185,0.00031856157370805955,0.31237016643724186
3247,65,0.6596153846153846,0.0002842331301897818,0.37071167612201855
3347,75,0.5095495495495496,0.002503080569368392,0.3894651027628361
3065,52,0.6606334841628959,0.0006001542144992762,0.3434804894578054
3286,22,0.47186147186147187,0.00026602309077376773,0.301735235988468
3419,62,0.5690111052353253,0.0008174403183430981,0.3760153952179922
3319,25,0.27666666666666667,0.0010998530573259554,0.3546687790166916
3046,36,0.40634920634920635,0.007804859616674432,0.38966421580105837
2773,56,0.5175324675324675,0.0003578364328287981,0.3254411640080573
2666,60,0.6214689265536724,0.0003693025702484677,0.3131401832813764
2706,66,0.46107226107226107,0.001970631467627371,0.34978577609310246
2940,63,0.5908858166922683,0.0007931566408900616,0.34534807707606263
2852,10,0.8,2.7545813320611993e-06,0.29691593537470595
3226,78,0.5977355977355977,0.0005801232538466823,0.3273982844101676
3316,38,0.786628733997155,0.00028160644149936316,0.3486656935530056
3050,15,0.3904761904761905,0.0002495415444094601,0.34723608478672907
2667,19,0.23976608187134502,0.00044971198909867546,0.3345843749371687
