Node,Degree,Clustering Coefficient,Betweenness,Closeness
1912,0,0.0,0.0,0.0
2290,183,0.7941512039872696,0.00020487450744480687,0.43066516259287346
2363,166,0.8200803212851405,0.0002328128877588918,0.4326823296307792
2346,35,0.6991596638655462,0.0001811124784180567,0.307797342361254
2025,29,0.770935960591133,5.055113444489971e-05,0.29823301816358794
2140,170,0.8051514096762965,0.0002274419376526786,0.4314193922996911
2428,190,0.7301030353661933,0.0008198822785499213,0.4443905105287858
2201,189,0.7764831701001914,0.00028544758629389183,0.4365159001827353
2506,123,0.8004798080767693,0.00045921296436379565,0.42013724787343426
2425,35,0.47058823529411764,0.0035445506562867247,0.42253940480810226
2557,30,0.542528735632184,0.0005283326172791131,0.3924702172115618
2532,105,0.8895604395604395,3.777505162325189e-05,0.3867197378384986
2073,194,0.7648629880882432,0.00037539839106197516,0.43832824377780005
2278,173,0.7480172066137922,0.0042795919152683005,0.44980001156991534
2551,157,0.7636779356524579,0.0010831640024242038,0.4412068173190274
2077,125,0.8658064516129033,6.199127821006203e-05,0.410795674824553
2369,196,0.7385661957090528,0.0005022966053835181,0.443058404681877
1465,97,0.6610824742268041,0.0006026655201370141,0.467439227709912
2592,124,0.578153684762654,0.001406826945320294,0.47709581601637885
2046,122,0.8787427177889174,7.408682030424309e-05,0.42181587843000623
1941,222,0.36488524723818844,0.03546327669746106,0.5107266199097241
2518,47,0.49121184088806663,0.001145488723064654,0.4309162793057556
2132,93,0.552127162225339,0.001102979665051785,0.4367738883034107
2650,17,0.7941176470588235,3.4257054510001216e-05,0.29454819410497046
2207,21,0.45714285714285713,0.004344605348463495,0.35158012322044285
2553,172,0.7921936624507004,0.001357907032497629,0.41011177525492276
2078,203,0.7293566795103156,0.0005694034252042306,0.44385670811373623
2203,99,0.6027623170480313,0.0012462174324411994,0.4311676890369725
2143,101,0.5104950495049505,0.017663349291324484,0.4665539261422796
2224,128,0.6281988188976378,0.0010052857853406713,0.4792616206286452
2510,137,0.590167453842851,0.003974279133307668,0.48748114710380663
2240,200,0.7312562814070351,0.0007032601677718459,0.44734952724538185
2563,109,0.8464152225620115,8.273349780348652e-05,0.40988431448107093
2122,145,0.8344827586206897,9.996247612432748e-05,0.41332294128040875
2118,187,0.7798286470013225,0.0002828708616346661,0.43574376120835545
1944,28,0.6349206349206349,0.0003308809027944182,0.3839072306542186
2117,141,0.42532928064842956,0.015769905754170744,0.4990016333621681
2611,206,0.6656405399005446,0.0020036811483121813,0.4495264105896416
2184,185,0.7555816686251469,0.0005267554828061085,0.4396320160674425
2354,176,0.7946103896103897,0.0002558442661612173,0.4360008371736701
2169,108,0.6528210453444099,0.000561150469454444,0.46684865382777696
2283,160,0.5058962264150944,0.01623209231570318,0.5124975166500492
2620,54,0.6491963661774982,0.0004067741268010792,0.34421118724237115
1998,53,0.6066763425253991,0.0004463533054962254,0.3471213804647115
2654,150,0.8460850111856824,8.979362304046663e-05,0.41056745500520603
2646,134,0.7800471327572663,0.001115310787394623,0.4354869882200182
2228,31,0.3935483870967742,0.0018945079576421066,0.39351513259284926
2082,17,0.4117647058823529,0.0006130052721242776,0.3613796669972474
1979,175,0.755008210180624,0.00033329867758382563,0.43574376120835545
2484,125,0.8393548387096774,0.00012012443115292933,0.4103394886226379
2257,154,0.7803242509124863,0.00022903865416182162,0.4294139564261306
2005,154,0.8111365758424582,0.000184122250183305,0.4304143383863546
2560,200,0.690251256281407,0.0037884395194269964,0.459304797395507
1962,186,0.7790177274048242,0.00035360935272697286,0.4365159001827353
2206,209,0.7193135811556864,0.0005687340350358124,0.44519362590925954
2520,164,0.8034565314978304,0.0003317748303323475,0.42013724787343426
2104,180,0.7913718187461204,0.00021523848316295938,0.4301638061754196
2602,197,0.7256811353983218,0.0008821785859900353,0.44385670811373623
2521,140,0.8227132579650566,0.0002804613869279552,0.42693322877491097
2233,221,0.6273138626079803,0.028846493498568358,0.491370624341337
2200,172,0.7633618931048551,0.000283073085690641,0.42253940480810226
2294,121,0.5760330578512397,0.0010749403236683676,0.4249691886195347
1981,54,0.7721872816212438,9.760216550161398e-05,0.38936850316615956
2187,147,0.6060944925915571,0.001124817759199131,0.4890942548043487
1916,78,0.6723276723276723,0.00048640736061660565,0.41011177525492276
1945,145,0.5915708812260536,0.0013069035114527151,0.4894181582843516
1959,119,0.5361059678108532,0.0018389124475364789,0.4725200888806719
1971,175,0.7751067323481117,0.00031989267566258584,0.4354869882200182
2436,93,0.6895745675549322,0.00037008006151632026,0.46567197165051727
2042,95,0.6804031354983203,0.000532909136492057,0.46362698808617997
2084,140,0.6988694758478932,0.001597791347202205,0.42570358237866984
2624,187,0.7665459145535047,0.004439468668116866,0.4419984563453175
2364,64,0.6076388888888888,0.00162129481052423,0.3680385552835512
1991,48,0.6790780141843972,0.00036237956308626785,0.3416650111000328
2110,42,0.8199767711962834,0.0002192770975317234,0.4196600902949295
2029,33,0.38446969696969696,0.0015729710068224326,0.3949873965843778
2607,194,0.7436568559371829,0.00045739527135614484,0.441470381726028
2649,121,0.6316804407713499,0.0008569330220922404,0.4737316788521608
2087,155,0.5564306661080854,0.0029548817880861973,0.49432870836747217
2188,193,0.7477331606217616,0.00041443842402854534,0.4404180089447979
2477,112,0.8548906048906049,4.5507080269397645e-05,0.3869222089054298
2386,138,0.8588807785888077,0.00013220802959672265,0.41217033965943717
2543,293,0.3555332180092571,0.07934671489907581,0.54823547404256
2604,195,0.7524187153053132,0.0021430867630425035,0.4487076010985859
2561,154,0.7934810287751464,0.00032496200078612907,0.43066516259287346
2433,146,0.8324988190836089,0.01788927178928427,0.4561860611168956
2496,21,0.9,1.83991353875608e-06,0.39604577653235307
2153,138,0.6221305405691315,0.0010745129127984242,0.4890942548043487
2536,62,0.7445795875198308,0.0003131041503378447,0.40077083460378027
2482,159,0.8141867685693814,0.00028258953848873676,0.4316713896082774
2512,104,0.5029873039581777,0.007102966397618614,0.47464445665341737
2010,83,0.7981193064942698,0.00017569230801129222,0.45310939240304776
2103,183,0.7574611181168558,0.0004995398746641206,0.43780889751739976
2253,156,0.8050454921422663,0.0002250132512678672,0.4301638061754196
2500,180,0.7775915580384855,0.00022740405601277548,0.4249691886195347
2063,140,0.8064748201438849,0.00045033011572817605,0.43066516259287346
2509,133,0.5393028024606972,0.002208540959625453,0.46159988695151205
2399,76,0.6010526315789474,0.005350277806769408,0.43858837923404803
2150,191,0.7474786442546156,0.0009870404865064675,0.44465789350744334
2030,186,0.781110142400465,0.0003292781963504227,0.43832824377780005
2374,167,0.8217300339080874,0.0001566173684545505,0.4301638061754196
1986,152,0.768299058905542,0.00023364695894148986,0.40207911806821045
2630,172,0.7974976200190399,0.0002930103541461213,0.4352305176733633
2376,178,0.7473497111661271,0.024107218938861745,0.45731523453550177
2326,179,0.7883372041930826,0.0002504629812736024,0.4254585025960684
2172,192,0.7351112565445026,0.0004714333492681621,0.4375496856183368
2133,158,0.4165927598161735,0.01838003484216237,0.5096699441443937
2296,33,0.553030303030303,0.006871064560540763,0.3945656268069252
2626,33,0.5965909090909091,0.0002794941507161415,0.30741323586080316
2097,37,0.7642642642642643,7.954689323936705e-05,0.30188783456265145
2093,176,0.7840259740259741,0.0021676931598110516,0.43884882363976896
2391,71,0.6064386317907444,0.0007758117431658281,0.3941447568049978
2275,184,0.782608695652174,0.0003179252918116332,0.4370321815549207
1984,177,0.7735618900873138,0.0007545567990878037,0.43471848177021816
2347,290,0.39548979835341846,0.06366125044234205,0.5374701229159061
2550,161,0.7899844720496895,0.003018918990420482,0.4370321815549207
2047,204,0.299526707234618,0.08583853590494038,0.5402203355331658
1932,94,0.7501715854495539,0.000158811559249934,0.459304797395507
2655,167,0.8229564966452637,0.00014114869989447987,0.4208550222149037
1994,63,0.8023553507424476,0.00012510840117178342,0.4495264105896416
2292,141,0.5429584599797366,0.0034325557800142753,0.49933879662795333
2109,134,0.8492873975984738,8.125442060702545e-05,0.41729046810241155
2040,151,0.7403973509933774,0.0008555413646948383,0.43471848177021816
2086,135,0.8448866777224986,0.00017165219883021732,0.4276744322970896
2460,168,0.7944824636441403,0.00023302752001176576,0.4279220723852755
2597,104,0.6355489171023152,0.004344982916708437,0.4725200888806719
2282,153,0.5256277949776402,0.00646129176057498,0.49268094600624723
2511,139,0.5644875404024606,0.001668762229567588,0.48302053530024236
2598,163,0.5539650079527381,0.001805136565424661,0.4976575212184315
2638,165,0.8218773096821878,0.00014641902494003434,0.4286667163627441
2390,48,0.8262411347517731,0.00014209716683595707,0.4029560627095806
2096,20,0.7263157894736842,3.876256304686634e-05,0.3566705690199666
2218,204,0.7225441900898291,0.0007046543779648131,0.44707889837227516
1917,189,0.756838905775076,0.00035485150892439356,0.4336980158505697
2353,85,0.8392156862745098,5.064214813435533e-05,0.39435507951407195
