Node,Degree,Clustering Coefficient,Betweenness,Closeness
3980,0,0.0,0.0,0.0
4038,8,0.42857142857142855,0.04586170749665561,0.3864966555183946
4014,11,0.32727272727272727,0.06504210800191637,0.42330586080586075
4032,1,0.0,0.0,0.23548140601120732
4027,6,0.3333333333333333,0.06330537654067067,0.32621736062103035
4019,7,0.6666666666666666,0.0047191538141764374,0.3452203136669156
4026,8,0.5357142857142857,0.005901963170062719,0.3452203136669156
4023,17,0.3014705882352941,0.15302360440602392,0.4678643724696356
4003,4,1.0,0.0,0.348604826546003
4018,6,0.8666666666666667,0.001268171036270584,0.3703926282051282
3997,10,0.6888888888888889,0.005894335667093184,0.39074387151310225
4031,10,0.3111111111111111,0.09675588572647398,0.3782733224222586
4021,10,0.5333333333333333,0.022176530204877285,0.3742914979757085
3998,13,0.3717948717948718,0.11050232121066564,0.42330586080586075
4013,5,0.7,0.007573609909250048,0.3419008875739645
4004,9,0.4166666666666667,0.03645406228251585,0.3995246326707001
4030,18,0.29411764705882354,0.12995536967788765,0.45009737098344693
3988,6,0.4666666666666667,0.0037578706696353753,0.32621736062103035
3982,13,0.4230769230769231,0.03525275512399548,0.41346153846153844
4002,6,0.3333333333333333,0.053212256153432634,0.3742914979757085
4037,3,0.3333333333333333,0.0009516627163685987,0.3354499274310595
4020,7,0.38095238095238093,0.04217853182119884,0.3995246326707001
3995,8,0.32142857142857145,0.019110301955657293,0.3742914979757085
3993,5,0.7,0.0017147424387243392,0.3292378917378917
3986,8,0.6428571428571429,0.020101985426712606,0.348604826546003
4017,8,0.5,0.04885736780200449,0.348604826546003
3983,1,0.0,0.0,0.2469284188034188
3994,10,0.6222222222222222,0.03944518547925522,0.39508547008547007
3999,3,0.3333333333333333,0.03167420814479638,0.28908692933083174
4005,2,1.0,0.0,0.28675558312655086
4009,9,0.7222222222222222,0.005163073255966522,0.3864966555183946
3991,2,0.0,0.0003717415482121365,0.2653559127439724
3989,5,0.2,0.005468551056786351,0.2799818291944276
4011,3,0.6666666666666666,0.0003717415482121365,0.2673510699826489
3992,2,1.0,0.0,0.2521822149481724
3981,7,0.8571428571428571,0.0011349537301094394,0.3419008875739645
4000,8,0.4642857142857143,0.02600715021529501,0.3386446886446886
3985,5,0.6,0.0017643743888087777,0.32033957033957033
594,3,0.6666666666666666,0.0003717415482121365,0.2673510699826489
3996,3,0.0,0.032302664655605835,0.3039119000657462
4029,1,0.0,0.0,0.019230769230769232
4001,1,0.0,0.0,0.019230769230769232
4025,3,1.0,0.0,0.057692307692307696
4016,3,1.0,0.0,0.057692307692307696
4034,1,0.0,0.0,0.30133637548891784
3990,3,1.0,0.0,0.057692307692307696
4036,1,0.0,0.0,0.2155011655011655
4033,2,1.0,0.0,0.2521822149481724
4007,3,1.0,0.0,0.057692307692307696
4028,1,0.0,0.0,0.22363328495403964
4012,1,0.0,0.0,0.019230769230769232
3987,1,0.0,0.0,0.019230769230769232
4006,1,0.0,0.0,0.23548140601120732
