Node,Degree,Clustering Coefficient,Betweenness,Closeness
0,0,0.0,0.0,0.0
236,36,0.3761904761904762,0.0036208004484873857,0.3203479553172805
186,43,0.4739756367663344,0.0054803709571030704,0.34466479681001133
122,62,0.3654151242728715,0.022617284469611837,0.361778637760162
285,46,0.4077294685990338,0.01360781705857629,0.3540116387574015
24,15,0.8857142857142857,0.00010678354838179288,0.26064916830307844
346,26,0.49230769230769234,0.0046252673895901646,0.2832733275771251
271,72,0.36971830985915494,0.014884435695384432,0.3672922629546311
304,54,0.3640810621942697,0.013467055290374667,0.35846716281498886
176,13,0.6794871794871795,0.00016169790630054485,0.3062564030305966
9,56,0.37532467532467534,0.009793466642658805,0.3572409353481189
130,15,0.26666666666666666,0.00992075093389519,0.33083453041214395
329,29,0.16995073891625614,0.03174348145409649,0.32669478654880113
204,21,0.5476190476190477,0.01615645743627164,0.32067584472906885
213,38,0.26600284495021337,0.017786015158385456,0.3516277219980924
252,64,0.3844246031746032,0.01059366339981646,0.3601152877014946
332,42,0.39256678281068524,0.01163580919259378,0.3592893352067664
82,33,0.3806818181818182,0.004059159709554295,0.3148746736686435
65,11,0.4,0.0008208331138592713,0.29753114938300124
276,17,0.7205882352941176,0.00019993711299606324,0.30476682908589525
26,67,0.39348710990502034,0.009512471120254494,0.36345742494234373
280,42,0.4413472706155633,0.013232570315120552,0.3548134771237829
272,44,0.32346723044397463,0.021433165350749243,0.3568340550117316
211,29,0.5714285714285714,0.0014093488264584199,0.312987312987313
199,46,0.44830917874396137,0.0054503993041755865,0.3350805350805351
84,12,0.3181818181818182,0.0038659848609902607,0.31236321066829537
133,17,0.5367647058823529,0.006502578991170316,0.3101983171290102
62,25,0.48333333333333334,0.0015624389428107396,0.3077606093323186
239,58,0.39806412583182094,0.014576355820834936,0.3592893352067664
172,40,0.43205128205128207,0.006170398074148734,0.3401740502717701
322,71,0.2716297786720322,0.04289980125298746,0.3752099404794016
53,30,0.34022988505747126,0.011141563182783717,0.2989506682254774
3,16,0.5833333333333334,0.005106385739110897,0.297813973669487
170,45,0.44747474747474747,0.028909846669974034,0.36261608831053277
175,16,0.35,0.24459660953513554,0.3473395790468961
46,4,1.0,0.0,0.2570141922069732
56,77,0.3315105946684894,0.01959608131043456,0.36815546451269127
254,16,0.8916666666666667,8.658850407099786e-05,0.2621759835148957
194,18,0.803921568627451,0.0002652182786802268,0.2670931801366584
231,20,0.39473684210526316,0.0029679316755619294,0.32067584472906885
117,5,0.2,0.00012470005430209344,0.2738638988638989
127,15,0.6952380952380952,0.002478834158998084,0.28378650389519955
135,9,1.0,0.0,0.22785476385476386
103,15,0.4857142857142857,0.0008443921749659541,0.30806322546735526
188,47,0.4320074005550416,0.006161397047907995,0.3516277219980924
23,16,0.058333333333333334,0.12944100507334555,0.2972488617649908
116,16,0.6166666666666667,0.02788063447146638,0.24343457676791008
73,9,0.4166666666666667,0.0010442364794774704,0.29036172409666383
299,19,0.6491228070175439,0.0007357011419548055,0.2559642976309643
288,3,0.6666666666666666,3.1275552657480556e-06,0.28955665462134966
315,55,0.2909090909090909,0.03223732555032616,0.3672922629546311
119,61,0.2633879781420765,0.07686925609158947,0.3698940971668244
323,38,0.4566145092460882,0.006832283267405236,0.3473395790468961
48,21,0.2619047619047619,0.007586645234320656,0.3105057485632312
57,14,0.45054945054945056,0.007470386094720363,0.3145585344380525
200,56,0.41363636363636364,0.007372489675386438,0.3588777781217644
98,48,0.5044326241134752,0.0037547658535680003,0.3516277219980924
313,36,0.473015873015873,0.007023106665382133,0.32601488064547374
63,5,1.0,0.0,0.2767670497352476
344,8,0.35714285714285715,0.00016385386859840546,0.2794828727032117
67,75,0.3441441441441441,0.01760161062150964,0.3712088866117302
118,35,0.5092436974789916,0.005206911217736107,0.33329819180883014
325,38,0.5803698435277382,0.0035785356006063167,0.3458060709716339
277,64,0.32589285714285715,0.26426109997579544,0.4122372372372372
134,18,0.673202614379085,0.0003770524034626441,0.32500031151483433
270,3,0.6666666666666666,5.8085993373337476e-05,0.28149173432192304
76,2,1.0,0.0,0.2733859513964226
36,10,0.9555555555555556,4.522594884040667e-06,0.2280205970162302
223,26,0.6984615384615385,0.0003732466468657676,0.3111224431979149
274,13,0.48717948717948717,0.0006559045150709819,0.2980973361563276
88,19,0.2631578947368421,0.005339741895209299,0.31236321066829537
21,64,0.32837301587301587,0.032901168441944545,0.36430267476779105
339,26,0.2,0.06506639495201899,0.33797227648360334
108,12,0.7575757575757576,0.0007173716459341177,0.279732410982411
197,15,0.7047619047619048,0.002734811290742925,0.28404378993680895
169,37,0.4084084084084084,0.008439582654363478,0.3450443835906391
275,9,0.8333333333333334,0.011396939107782481,0.20357394431468503
273,8,1.0,0.0,0.16898613824180167
83,6,0.8,0.02032128535059839,0.32365733502097144
28,12,0.7272727272727273,0.00043887198436838495,0.2031778860572635
312,25,0.38,0.026022105570984874,0.2331103424853425
242,23,0.5612648221343873,0.004876113902168849,0.2947321733775168
214,16,0.5083333333333333,0.013906977968262067,0.23645305683041531
20,14,0.6373626373626373,0.00036739718932088465,0.1944756674738053
307,3,0.3333333333333333,0.03987647430361918,0.29866568188779824
71,2,1.0,0.0,0.2451489047733179
333,7,0.7142857142857143,5.565366352544189e-05,0.19173824987778476
207,2,1.0,0.0,0.28023282674445466
168,10,0.6222222222222222,0.0009051780722494966,0.309891493867755
308,23,0.4268774703557312,0.0027311573685474483,0.3350805350805351
341,11,0.7272727272727273,6.421190780368582e-05,0.29866568188779824
128,27,0.5641025641025641,0.0012587087013920316,0.3161456107974776
334,27,0.47293447293447294,0.004836939179464826,0.33760808222015115
238,22,0.6883116883116883,0.0007696330847634373,0.2972488617649908
